path	sha256	area	change	status	reviewed_ranges	basis
LCL_Core_0_1_Final/02_LEXICAL/01_CHARACTER_ENCODING_AND_SOURCE_TEXT.txt	a0ae1031724c3cf8c467be341f828c6203bfa5c171ea58b69c6db9bef040ab3d	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/02_LEXICAL/02_WHITESPACE_INDENTATION_AND_LINES.txt	cd6cad3c5d786e1ed7bae230f9ed09412f1ad451dc443647df9cfddd0a49f666	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/02_LEXICAL/03_IDENTIFIERS_NAMESPACES_AND_RESERVED_NAMES.txt	b9cc30e62379039a8c991cfadd3263d51e801ee6bbb783bc5542d6228a03d3f6	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/02_LEXICAL/04_RESERVED_WORDS.txt	f5dae2827479a76a2144fd1b688387dbce9e23b25745ce375ca0e500bf01b44a	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/02_LEXICAL/05_KEYWORD_REFERENCE_A_TO_M.txt	bc57038f8cda89bbad2b0f0e77d64d3094bac9d7509eaad18cc9c0aa515421d0	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/02_LEXICAL/06_KEYWORD_REFERENCE_N_TO_Z.txt	32611ccaba9ebe1c2f193778a82ee6629acb7c8ce49b8a3d2b338537b8144498	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/02_LEXICAL/07_LITERALS_AND_ESCAPE_SEQUENCES.txt	e2bd8886013a5614c02204134e34e1dceb11ac7a0d7e3ca8b33db9d9031a5f52	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/02_LEXICAL/08_LIST_OBJECT_AND_DATA_LEXICAL_FORM.txt	fd054f43156202a52e39512bbf93db9b32d25ffdf81bea18c332d8229512d0f7	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/02_LEXICAL/09_ADOPTED_SYMBOLS.txt	4132a4403e2cd9b876fb596f6b4e07c09e5337cb8899d2dcc06184a62eb01d4a	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/02_LEXICAL/10_EXCLUDED_SYMBOLS_AND_NOTATION.txt	deaa8c29f72436220418d5ef1de5975a010cd0f21a32759469634f45b06326a2	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/02_LEXICAL/11_AMBIGUOUS_WORDS_AND_REPLACEMENTS.txt	3654ba120a27842bd0768be26c75d0b2bd387dc801c3cf4634fe7b94e5b3f958	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/02_LEXICAL/12_COMMENT_DESCRIPTION_EXAMPLE_AND_DATA_BOUNDARIES.txt	80fbdcf711170081f57c99e57afe7dc0462c0af5f453f4c4cea7ff993f59de9d	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/03_TYPES_AND_VALUES/01_TYPE_SYSTEM_RULES.txt	4e788d0fd24ac1b153cb8593b5dd370d8e6eb3fb29cfab05ff412b09e13df761	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/03_TYPES_AND_VALUES/02_BUILT_IN_TYPE_REFERENCE.txt	8967db1866741ed2dbc1d90f777fe9acf9387151c7e92e9246a2f1fd55edcf92	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/03_TYPES_AND_VALUES/03_COLLECTIONS_OBJECTS_ENUMS_AND_EQUALITY.txt	c33a1adeba3f09b264a35ebd3dbcd728ab660f7322ebd52ee224efa38d88eac8	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/03_TYPES_AND_VALUES/04_TYPED_CONSTRUCTORS_AND_REFERENCES.txt	6beaa41ea5eeccc6d43279912966eb9b5acfcac77ef3e1b572206fccabe34f8f	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/03_TYPES_AND_VALUES/05_CUSTOM_TYPES_SCHEMAS_AND_DEFINITIONS.txt	24f5f2c143b80862301ffd177acad509ef63a196070f2867a888a27604bf17fe	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/03_TYPES_AND_VALUES/06_NUMERIC_ARITHMETIC_COMPARISON_AND_ROUNDING.txt	b413b9c9ec76de8419eb530cc3f7766300814e7b1e0f24b03b23f6d8d37bb846	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/03_TYPES_AND_VALUES/07_FORMATS_ENCODINGS_UNITS_BOUNDS_AND_PATTERNS.txt	bba8f0100b48a30e74530a579dabad0ad8cda674b58f36f4144ad5fc6971aed4	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/03_TYPES_AND_VALUES/08_BUILT_IN_FORMATS_ENCODINGS_AND_UNITS.txt	e407cb6a9d6ff456c349ba36f542b03e2a1d5ab8447a13b64d357cf91d5f8b84	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/03_TYPES_AND_VALUES/09_MISSING_UNKNOWN_NULL_AND_OPTIONALITY.txt	df81aa8b5392a3169022ab4eb43da66b7d2906ef4ad54c90c33ebaa709b8f295	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/03_TYPES_AND_VALUES/10_COLLECTION_OBJECT_ENUM_AND_SCHEMA_FORMS.txt	560e41d0bc1a93ec1da3a80bf91338bf0edc7d220dd20ce1b59ec2ea4b6a0403	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/04_GRAMMAR/01_DOCUMENT_FORM_AND_TOP_LEVEL_ORDER.txt	97f98b9bf06191388164c98875ab8f7594b9b84a27a03dceeb2ad574c8c2f59e	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/04_GRAMMAR/02_DECLARATIONS_BLOCKS_FIELDS_AND_NESTING.txt	fc4bd6f418e298b852a835ca09adb7b55cf9183e09f843597852574567572afe	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/04_GRAMMAR/03_EXPRESSIONS_REFERENCES_PROPERTIES_AND_CALLS.txt	92118b78219729a1223ba10c85e18b87686a9605648316e90afbf8bf2e9cd24d	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/04_GRAMMAR/04_CONDITIONS_BRANCHES_AND_BOUNDED_ITERATION.txt	f3e494fafedf3189d166d4c80905e595d11ff0a1314e18efa95b45c7bd27d019	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/04_GRAMMAR/05_IMPORT_EXTENSION_AND_REFERENCE_FORM.txt	91810edf2a800f47a594a80f8976427100910b61d1239827d9de3e7d438ba61d	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/04_GRAMMAR/06_TASK_ACTION_PHASE_SEQUENCE_AND_STEP_FORM.txt	4d091bfc9b25a8fad5918eaa1836f9e9109d5e47bf67e47b2ad8c4f983559a72	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/04_GRAMMAR/07_RULE_CHECK_OUTPUT_AND_COMPLETION_FORM.txt	9a97724161922cb546474b3a642cc33a9309264bd265b77a1f108a2ac249c4c5	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/04_GRAMMAR/08_CORE_BLOCK_SCHEMAS_A.txt	75eed9a0a7c812097c2e52e6bce32fe78f1c622b7955c650d24d768d2e98f521	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/04_GRAMMAR/09_CORE_BLOCK_SCHEMAS_B.txt	f52be5339bf92a431d44fa8ed882565a0beefe5b79fd82347dd34d5d9e590f37	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/04_GRAMMAR/10_COMPLETE_EBNF.ebnf	92a8429da0eafc486149b5558f379a1a6011e3335cfd27b4e1491d877c1aab95	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/04_GRAMMAR/11_GRAMMAR_SEMANTIC_CONSTRAINTS.txt	20da740b1052525fabb5f6da3a39436acf1216dfdb0c5dbc9bee93dc7ec2fa8a	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/04_GRAMMAR/12_VALUE_ITEM_PROPERTY_SCHEMA_AND_OBJECT_BLOCKS.txt	e62863d7dc462cb265082ef74993cc3c066c011f91f9458ec55bd09999635fae	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/04_GRAMMAR/13_EXACT_FIELD_SIGNATURES.txt	9ff4cfb7ba91a717e36ed1917b4ee7ed645e1b9b7e1e99b57c8f4f850f688f4e	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/05_SEMANTICS/01_DECLARATION_RESOLUTION_REACHABILITY_AND_EXECUTION_GRAPH.txt	f7fbe3ca44df7dc76c577db4512850f0ca6885fe27890b451c1ee9f365ac2e48	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/05_SEMANTICS/02_SCOPE_TARGET_WORKSPACE_AND_SOURCE.txt	ce92733572350b69b2b74ca1c296885ece530286cd1e9de785b6a38dea9e1010	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/05_SEMANTICS/03_REQUIRE_ALLOW_FORBID_PREFER_PRESERVE_AND_ACTION_AUTHORIZATION.txt	8565e9fe23e04c479fe142e82b98bd01a0da11e681c10b17d96fb0fd5cb71b7b	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/05_SEMANTICS/04_AUTHORITY_PRIORITY_OVERRIDE_AND_CONFLICT_RESOLUTION.txt	67cb331334bbfd5c26f174d7c68923b5f6bfc142ea469a8a7465512a1e9db978	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/05_SEMANTICS/05_INPUT_DATA_OUTPUT_RESULT_AND_FORMAT.txt	a04205e77115efe506a24fe2149adca09df58f1f08f2d34f8a01296f7a0f9c46	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/05_SEMANTICS/06_MISSING_UNKNOWN_NULL_DEFAULT_ASSUME_AND_HANDLER_RESOLUTION.txt	192a6bbc258781fd5fa2323cff8ad628e7e3285ddd23cf1d0da8ba7b1cd0072c	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/05_SEMANTICS/07_CONTEXT_MEMORY_AND_STATE.txt	2cef224a7345bdcf454582c8e5f8685c863af4f0d1196799b2b5fd6f69fb8557	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/05_SEMANTICS/08_PHASE_SEQUENCE_STEP_BRANCH_LOOP_RETRY_AND_CONCURRENCY.txt	c07875a47dc683dbf4e38b9673b3ac78a0cff540574f28a4eeaf10e43d9ca8fb	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/05_SEMANTICS/09_VALIDATION_EXECUTION_FAILURE_AND_TERMINATION.txt	d5442fbd0706cb86c756b29b5045f374401f923bec4b3c1ce6d8932b96c9e721	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/05_SEMANTICS/10_VERIFY_TEST_EVIDENCE_SUCCESS_FAILURE_AND_STATUS.txt	730df0d8487fc5a24e96858d2abe3c9fc0fc225212e8cd9ab94878fdc46d0f46	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/05_SEMANTICS/11_DETERMINISM_EQUIVALENCE_AND_INTERPRETER_VARIATION.txt	15c21adebd934342fe4d7b0cf8b119873dac8a7e3989b54064a6653581f2cf61	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/05_SEMANTICS/12_OPERATOR_FUNCTION_AND_SPECIAL_VALUE_SEMANTICS.txt	916407bbf53c6616c2dca7cf38680526b427ee2bd89bb969a0d406efa2fbe4d0	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/06_STANDARD_LIBRARY/01_READ_ONLY_AND_ANALYTICAL_OPERATIONS.txt	7bd40eaa65b0d427fe2c71249054dc2a68de87b8b0458f45188a80ba124ab65a	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/06_STANDARD_LIBRARY/02_MUTATING_AND_EXTERNAL_OPERATIONS.txt	02ef42a575cc7761ecc93f17f74d9f2d513466ffb95681e8690c0985f3e0d9fd	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/06_STANDARD_LIBRARY/03_CONTROL_OPERATIONS.txt	b79534f5475bdc0a7fad71be3df7f4dd46f09eb2846ef3cfa4da552d0575ec75	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/06_STANDARD_LIBRARY/04_BUILT_IN_FUNCTIONS.txt	268f94af6ad9126fa30f5be5d16aeb0ec3dde4663a2921c7de6274ef4d937f20	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/06_STANDARD_LIBRARY/05_CORE_STATUS_IDENTIFIERS.txt	e4f4c9ec9acce37a54660dbcf5b1904477f804e190b9fccff7c2b5830a969ead	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/06_STANDARD_LIBRARY/06_CORE_ERROR_IDENTIFIERS_PART_1.txt	294d62e176cabb7bdd1ed00edc5e5ddae9027d1167bf67b9bcdba28762d788c3	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/06_STANDARD_LIBRARY/07_CORE_ERROR_IDENTIFIERS_PART_2.txt	77d42c62725208fd66bf8e80b9b2c9dd3899bc9890124a6183e278fd8161cc96	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/06_STANDARD_LIBRARY/08_BUILT_IN_IDENTIFIER_GROUPS.txt	fb6e2775c34695e1c97355597e35a060f7b28817fecebfc3ed40ffd4bd99ea47	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/06_STANDARD_LIBRARY/09_BUILT_IN_RESOLUTION_RULES.txt	834a6df6801a14210f3cfaf2d86f4af7a12946a12c18ee01af5fde9f085af492	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/06_STANDARD_LIBRARY/10_CORE_OPERATION_PARAMETER_RULES.txt	93dacb2875396c4da2204a21251d755bb3eb96e422f66bf4c5514d91c62fc827	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/07_VERSIONING_AND_EXTENSIONS/01_LANGUAGE_AND_SPECIFICATION_VERSIONING.txt	098bae801af12cde4f3f10467415849b5f6371339d7a3c5e55def8d14a9d3e9b	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/07_VERSIONING_AND_EXTENSIONS/02_IMPORT_VERSION_CHECKSUM_AND_NAMESPACE.txt	9fd2198e27f525a4df40e3125f183468719191d1b7abf99c19319f3606c9a4fb	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/07_VERSIONING_AND_EXTENSIONS/03_EXTENSION_CONTRACT.txt	04182a186e8fa7ad9ba4ff0d54df6c10b9e4315ec1f015804ba5c113c7e4c928	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/07_VERSIONING_AND_EXTENSIONS/04_CONFORMANCE_LEVELS.txt	caeadfb54d1f26784aecdd426ee51adee2c4c5e7ac8f85e8cec3e49c1e7ea73d	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/07_VERSIONING_AND_EXTENSIONS/05_FORWARD_COMPATIBILITY_AND_UNKNOWN_FEATURES.txt	80213f25eba2f891c1ac6a7a73b27200002008de33490465815036036b3c4854	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/07_VERSIONING_AND_EXTENSIONS/06_NORMATIVE_SOURCE_PRECEDENCE.txt	01e19c61c0e9b629e4e5875943ad05129cac2377a19c4c1e3d8fa3e0720c30b2	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/01_WRONG_KEYWORD_CASE.invalid.lcl	9f4bd04435f398e315ac9e00b4660ffc0fe0c9697f2d75f34f40c93fa8a736f5	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/01_WRONG_KEYWORD_CASE.invalid.lcl.expected.txt	48da94d08a261eb8bd7b366158ce30942c1f4bf8a4bc84a2dc9cdadde62aee03	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/02_TAB_INDENTATION.invalid.lcl	2eae884823243f6530c6edcbcd4f25a53136fbc152f046aa8a70e80d1cc0d050	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/02_TAB_INDENTATION.invalid.lcl.expected.txt	dc42550dc36e1d2db1a1df694aad6d7ba1f8694d0a77b081fd5bd092294a6b5f	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/03_BARE_EQUALS.invalid.lcl	25e81efc99e15efbf9a51d8f2f8f0e18a2c76b9b7b4e1ef80428a18650109323	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/03_BARE_EQUALS.invalid.lcl.expected.txt	d1c146089a9cc71189e6f7036d273250b62ed0050cc2db7886035b94976df558	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/04_UNKNOWN_MODAL.invalid.lcl	d4df90408e747dca620528e7aeef29e070fa05ecd2d998b72a68a7f7e4ce842a	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/04_UNKNOWN_MODAL.invalid.lcl.expected.txt	ac8573ea75e04759cceb3eb4739f5505aa05f37347002fe1fd4776f2233988ea	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/05_DUPLICATE_ID.invalid.lcl	82c2d4d2151fa3886a9d90bd449eb7c5d1d4f37ec72c769381f853ddda1876c8	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/05_DUPLICATE_ID.invalid.lcl.expected.txt	046ffe582ea10ccbc536bbfa136d75e4eb6c968469ef4e1a4befbb2f8dd1fb2f	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/06_UNRESOLVED_REFERENCE.invalid.lcl	7c8615b1abab9f3a3ae5e49c6d0b81a57ad693517128b0ef46b0928b280c1439	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/06_UNRESOLVED_REFERENCE.invalid.lcl.expected.txt	b1366c605cf9cfb9df0d0d837657128cd3caac0b817c45ffa647029d12d8517f	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/07_TYPE_MISMATCH.invalid.lcl	5dace4b918afed1f5339e46f734caba2db7aae596bf23e06e921e94a499d5a40	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/07_TYPE_MISMATCH.invalid.lcl.expected.txt	80b68c630da4d84a823f2d4abe10e147a90e885ddecb76e6769465519a803bff	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/08_HARD_CONFLICT.invalid.lcl	4f7f50d0d139e2d68a9319aeafb8f7dbfb10369c20cdc029907bbe8a80485d9b	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/08_HARD_CONFLICT.invalid.lcl.expected.txt	802637c20d3484bd1de1f431c29324533a885775fb2adf74779ed0eb6edb7f1b	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/09_UNBOUNDED_WHILE.invalid.lcl	ee3bdb607d25896bfe7bce7968a15bc550142323941a66de08dc36a68e711600	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/09_UNBOUNDED_WHILE.invalid.lcl.expected.txt	ac8573ea75e04759cceb3eb4739f5505aa05f37347002fe1fd4776f2233988ea	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/10_CONTEXT_WITHOUT_SCOPE.invalid.lcl	96ec4f463aa52c3d780d20f2824b205f6457e5d5461e2d7c1ce479529b08f7f5	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/10_CONTEXT_WITHOUT_SCOPE.invalid.lcl.expected.txt	395fb9273ada4fe1ea30b01f9d8d6f8da051b2de4ea444e010cc9c4fadd8442a	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/11_DUPLICATE_FIELD.invalid.lcl	c6739c6e62bc0ee54bd55fd64ff2960056582d2b3f6bd5aa95fb853915b71db1	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/11_DUPLICATE_FIELD.invalid.lcl.expected.txt	46947166947d27263ab8845868cc5c95de1635a47966ee4f01924d07551dc878	LCL_Core_0_1_Final	none	unreviewed	-	outside the D5 review scope, or a direct caller not enumerated
