path	git_blob_sha	size	file_class	review_method	review_status	finding_reference
LCL_Core_0_1_Final/02_LEXICAL/06_KEYWORD_REFERENCE_N_TO_Z.txt	cc86335c206cfcdebf3530fb594c5a4447d28c00	9487	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/02_LEXICAL/07_LITERALS_AND_ESCAPE_SEQUENCES.txt	be11972b2bf2f61172996585365ec453bbd5fb1f	654	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/02_LEXICAL/08_LIST_OBJECT_AND_DATA_LEXICAL_FORM.txt	0551e4ebcc929f20360681edc934181004c3953e	690	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/02_LEXICAL/09_ADOPTED_SYMBOLS.txt	2849740fa9cdb6eb502c1d46a33fe59e32ab1532	1339	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/02_LEXICAL/10_EXCLUDED_SYMBOLS_AND_NOTATION.txt	2d99e12ec5f69226cd414e21c64578eb9ec3320b	1042	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/02_LEXICAL/11_AMBIGUOUS_WORDS_AND_REPLACEMENTS.txt	f42f20abf1dcaad9795089145a7582332252bb0b	1297	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/02_LEXICAL/12_COMMENT_DESCRIPTION_EXAMPLE_AND_DATA_BOUNDARIES.txt	d1fd0aa79ba62a60b58eda43c731e76e6828e5f8	554	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/03_TYPES_AND_VALUES/01_TYPE_SYSTEM_RULES.txt	e9d2e7999d57ac523e9fdbbe7696d5f1647217e2	583	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/03_TYPES_AND_VALUES/02_BUILT_IN_TYPE_REFERENCE.txt	6d2bdcc04b6132c99d9d950fd6d13e1b70b097ab	1219	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/03_TYPES_AND_VALUES/03_COLLECTIONS_OBJECTS_ENUMS_AND_EQUALITY.txt	67e5ecd29cb8ee3f958ae535adae22d113a118e6	687	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/03_TYPES_AND_VALUES/04_TYPED_CONSTRUCTORS_AND_REFERENCES.txt	e8bd3077094e4ee4a31d256ac83e554cd30f483b	736	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/03_TYPES_AND_VALUES/05_CUSTOM_TYPES_SCHEMAS_AND_DEFINITIONS.txt	0d1b31c8ac197c6338a6ac1071863a674609c4d4	695	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/03_TYPES_AND_VALUES/06_NUMERIC_ARITHMETIC_COMPARISON_AND_ROUNDING.txt	76cd13d5c450a69a9781689638aeede7f97ba80c	629	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/03_TYPES_AND_VALUES/07_FORMATS_ENCODINGS_UNITS_BOUNDS_AND_PATTERNS.txt	3207bdce20cd88788d85f5d88304a474694ff5e8	559	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/03_TYPES_AND_VALUES/08_BUILT_IN_FORMATS_ENCODINGS_AND_UNITS.txt	a4f8d0974103f76c6040097c28683108d342042d	2120	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/03_TYPES_AND_VALUES/09_MISSING_UNKNOWN_NULL_AND_OPTIONALITY.txt	3528d469a9415d873a15e7dc9dec5ba4c45b9e62	1846	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/03_TYPES_AND_VALUES/10_COLLECTION_OBJECT_ENUM_AND_SCHEMA_FORMS.txt	04451f1d4cb43f6579bf6ad6b36830cc6ba7334d	1531	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/04_GRAMMAR/01_DOCUMENT_FORM_AND_TOP_LEVEL_ORDER.txt	64cced360e1a6962ebbdbd03c900db101bfa45e1	531	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/04_GRAMMAR/02_DECLARATIONS_BLOCKS_FIELDS_AND_NESTING.txt	248aece2f74217fcf5dcde636c7ef6d6c9835ab2	516	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/04_GRAMMAR/03_EXPRESSIONS_REFERENCES_PROPERTIES_AND_CALLS.txt	c20132902d3c276fda532d27b32f5988306c8e3c	556	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/04_GRAMMAR/04_CONDITIONS_BRANCHES_AND_BOUNDED_ITERATION.txt	e6c8778fa9b61c40c02b0ba799f240ad9342433e	903	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/04_GRAMMAR/05_IMPORT_EXTENSION_AND_REFERENCE_FORM.txt	4d298ace25f49bec596751437ad11a1babd6aeb6	422	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/04_GRAMMAR/06_TASK_ACTION_PHASE_SEQUENCE_AND_STEP_FORM.txt	748556594a6b060b452199a0d98e73118de36307	610	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/04_GRAMMAR/07_RULE_CHECK_OUTPUT_AND_COMPLETION_FORM.txt	d70f916d1c4b2edd0848c3a0c239f0215778a38a	497	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/04_GRAMMAR/08_CORE_BLOCK_SCHEMAS_A.txt	670fcd3d523a21caf03623a7788719f23516961a	5579	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/04_GRAMMAR/09_CORE_BLOCK_SCHEMAS_B.txt	968715fe2745ca5c53b050d76c06de163d1e9ab5	4847	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/04_GRAMMAR/10_COMPLETE_EBNF.ebnf	9d86dff33d0a6dc30648dd1c7bae5e14e362cbfd	7668	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/04_GRAMMAR/11_GRAMMAR_SEMANTIC_CONSTRAINTS.txt	bcd10761776cab081a00e654fc263110a62e5e6e	904	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/04_GRAMMAR/12_VALUE_ITEM_PROPERTY_SCHEMA_AND_OBJECT_BLOCKS.txt	fcf1803eb287cabd5e24a5af80afb7cb07032cdb	612	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/04_GRAMMAR/13_EXACT_FIELD_SIGNATURES.txt	04c4794df24f78db93a9a17666124ddf75d52639	591	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/05_SEMANTICS/01_DECLARATION_RESOLUTION_REACHABILITY_AND_EXECUTION_GRAPH.txt	e515006f6e89ac17cee6421a8ec47c8771d901ca	710	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/05_SEMANTICS/02_SCOPE_TARGET_WORKSPACE_AND_SOURCE.txt	59344aa427213b50d05889ff82c6c6470454838c	682	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/05_SEMANTICS/03_REQUIRE_ALLOW_FORBID_PREFER_PRESERVE_AND_ACTION_AUTHORIZATION.txt	32c7a73e401bdee8bd1ee344df8d58eff3afefeb	794	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/05_SEMANTICS/04_AUTHORITY_PRIORITY_OVERRIDE_AND_CONFLICT_RESOLUTION.txt	8b42c3d23b4b5930ff0715a58b6f57c30a4606b6	781	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/05_SEMANTICS/05_INPUT_DATA_OUTPUT_RESULT_AND_FORMAT.txt	c16318e243dada9b8f0e9009c68fea63cc7d747c	588	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/05_SEMANTICS/06_MISSING_UNKNOWN_NULL_DEFAULT_ASSUME_AND_HANDLER_RESOLUTION.txt	7e96e963d293c1510d911c318fad8cbddbb4d242	704	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/05_SEMANTICS/07_CONTEXT_MEMORY_AND_STATE.txt	4b035eb8dc9d46e7e2165f2c0fecdea9e2d5f92f	659	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/05_SEMANTICS/08_PHASE_SEQUENCE_STEP_BRANCH_LOOP_RETRY_AND_CONCURRENCY.txt	b75f333ee8711764c1cf052450cc2c007a45470e	715	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/05_SEMANTICS/09_VALIDATION_EXECUTION_FAILURE_AND_TERMINATION.txt	e205beceee9e784ea06f241bb5383d84c781a120	683	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/05_SEMANTICS/10_VERIFY_TEST_EVIDENCE_SUCCESS_FAILURE_AND_STATUS.txt	9dca115f1433f15dc7308548fcaf407438159d13	721	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/05_SEMANTICS/11_DETERMINISM_EQUIVALENCE_AND_INTERPRETER_VARIATION.txt	a4aafdcde573a9a1fba833b196d9c6fdb8ee62ea	602	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/05_SEMANTICS/12_OPERATOR_FUNCTION_AND_SPECIAL_VALUE_SEMANTICS.txt	5166073137f5cffe5ecb9eb3d004c2beb48a41d9	722	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/06_STANDARD_LIBRARY/01_READ_ONLY_AND_ANALYTICAL_OPERATIONS.txt	33077997efea7774bc8cf35bdb5252066c51f320	1957	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/06_STANDARD_LIBRARY/02_MUTATING_AND_EXTERNAL_OPERATIONS.txt	d65f7acb9846000c1b4e5facaf10657e98529452	2996	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/06_STANDARD_LIBRARY/03_CONTROL_OPERATIONS.txt	f541bb1f1f7dde92bbafb93c8de92cf8e0476139	797	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/06_STANDARD_LIBRARY/04_BUILT_IN_FUNCTIONS.txt	eb091d19d546f459db3b4958e2d8f2d56de3b7fb	640	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/06_STANDARD_LIBRARY/05_CORE_STATUS_IDENTIFIERS.txt	1e9de139dcef11edbcc618f816d5c550e4d64e14	325	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/06_STANDARD_LIBRARY/06_CORE_ERROR_IDENTIFIERS_PART_1.txt	6985b5308aedcb35aa5d4f8922d56454a861f3af	321	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/06_STANDARD_LIBRARY/07_CORE_ERROR_IDENTIFIERS_PART_2.txt	a0e7e68243b8d90e452891de2ed1f53bbd03c73c	500	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/06_STANDARD_LIBRARY/08_BUILT_IN_IDENTIFIER_GROUPS.txt	69a0f081261cb414d1adbcd7ee389f039c37365e	839	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/06_STANDARD_LIBRARY/09_BUILT_IN_RESOLUTION_RULES.txt	3b2bccf76af725d1b886eb1a85d994b4b837980d	415	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/06_STANDARD_LIBRARY/10_CORE_OPERATION_PARAMETER_RULES.txt	630a84ffa98d0640bd01e719f0bb08142a22c4d3	716	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/07_VERSIONING_AND_EXTENSIONS/01_LANGUAGE_AND_SPECIFICATION_VERSIONING.txt	bcf4cbcf46526cbb7045debee3bd57eeb64bba4a	601	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/07_VERSIONING_AND_EXTENSIONS/02_IMPORT_VERSION_CHECKSUM_AND_NAMESPACE.txt	742ff436e3f6471b81014dee192f8cad116cf789	522	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/07_VERSIONING_AND_EXTENSIONS/03_EXTENSION_CONTRACT.txt	a6d2dc7d65eebe6b8d5037b8612ee76c1111e8ef	543	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/07_VERSIONING_AND_EXTENSIONS/04_CONFORMANCE_LEVELS.txt	cae7866ac0b3c561a635c0f21fe7339ec122b69f	713	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/07_VERSIONING_AND_EXTENSIONS/05_FORWARD_COMPATIBILITY_AND_UNKNOWN_FEATURES.txt	11aedb26016e09b7edc39b9ffd8d01498401e512	480	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/07_VERSIONING_AND_EXTENSIONS/06_NORMATIVE_SOURCE_PRECEDENCE.txt	384d3fd5fbec36c5afaa35879b34e0a79e4b0ddf	618	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/01_WRONG_KEYWORD_CASE.invalid.lcl	c7f472f2686a6988a1a73896915258bcdf3113d5	26	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/01_WRONG_KEYWORD_CASE.invalid.lcl.expected.txt	c9abf25aaf7a298d5e970e74a31557ac9d98d9ab	113	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/02_TAB_INDENTATION.invalid.lcl	2ec4dee53a4672259388750736fb5ac46d490194	23	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/02_TAB_INDENTATION.invalid.lcl.expected.txt	8314c412b98fb45fc5c9baabce0d39756e4df618	120	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/03_BARE_EQUALS.invalid.lcl	911a755658aa5605dc9704261e5f913dc6d4ed15	27	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/03_BARE_EQUALS.invalid.lcl.expected.txt	a83def0d7f91cf71615001f768d1e26e45250fa3	115	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/04_UNKNOWN_MODAL.invalid.lcl	94928ace051f474a9d498d589cfa0d947c7c7c6b	155	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/04_UNKNOWN_MODAL.invalid.lcl.expected.txt	970c1c40beb87c4f0bb104c948ca6f01d55c66f3	116	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/05_DUPLICATE_ID.invalid.lcl	2760a57d06b5bc3f446494c4612f453c42d331e0	243	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/05_DUPLICATE_ID.invalid.lcl.expected.txt	d14b539de0b6e6c92211441f87c8294159a7a6c1	113	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/06_UNRESOLVED_REFERENCE.invalid.lcl	aadd9897cf85d47dbf84abdb93d278c2c39e2c54	175	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/06_UNRESOLVED_REFERENCE.invalid.lcl.expected.txt	a5f3ece60724fcfbfa306bba28d2ea451f73ec6e	121	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/07_TYPE_MISMATCH.invalid.lcl	7af96762e0131246cda5664154a651d33e7793a5	193	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/07_TYPE_MISMATCH.invalid.lcl.expected.txt	8a53d25cd981fbf7230568c5e6a1ecc73deabe17	114	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/08_HARD_CONFLICT.invalid.lcl	3ab1f1e272575f73d30d86c805f2d28f426620b7	321	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/08_HARD_CONFLICT.invalid.lcl.expected.txt	5aef903e5cc6e9d7a7f830516ac0566c96d19e5f	114	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/09_UNBOUNDED_WHILE.invalid.lcl	92980a376e16d3183206156ede5677d38087d6ad	218	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/09_UNBOUNDED_WHILE.invalid.lcl.expected.txt	970c1c40beb87c4f0bb104c948ca6f01d55c66f3	116	historical-lineage	exact-byte duplicate SHA reuse	reviewed-pass	duplicate of LCL_Core_0_1_Final/08_EXAMPLES/INVALID/04_UNKNOWN_MODAL.invalid.lcl.expected.txt; root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/10_CONTEXT_WITHOUT_SCOPE.invalid.lcl	ec94b01d7f321fb7c431e3741301af540f256034	215	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/10_CONTEXT_WITHOUT_SCOPE.invalid.lcl.expected.txt	14b7d3c51e19cd91c9ca11e38f2a5e4571e6f1c0	115	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/11_DUPLICATE_FIELD.invalid.lcl	2158b9e19d173ad0cc7b015556d083e340b44522	154	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/11_DUPLICATE_FIELD.invalid.lcl.expected.txt	060b04595edfbffd9f124c6e7b57ffae245cb93c	116	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/12_FLOATING_VERSION.invalid.lcl	70950398dafc506974fd41c3892c4c57c1ecd8bd	137	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/12_FLOATING_VERSION.invalid.lcl.expected.txt	a62dc957ed44bf9145a79e54c2cd6d033acc9778	120	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/13_PERCENT_SYMBOL.invalid.lcl	a30ebbff6b3c8467b2d2d1505b5f79a28e00af60	188	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/13_PERCENT_SYMBOL.invalid.lcl.expected.txt	a83def0d7f91cf71615001f768d1e26e45250fa3	115	historical-lineage	exact-byte duplicate SHA reuse	reviewed-pass	duplicate of LCL_Core_0_1_Final/08_EXAMPLES/INVALID/03_BARE_EQUALS.invalid.lcl.expected.txt; root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/14_SINGLE_QUOTED_STRING.invalid.lcl	ec0fdd32de45e6f05eab4cee9a1aa14f7cc63955	130	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/14_SINGLE_QUOTED_STRING.invalid.lcl.expected.txt	a83def0d7f91cf71615001f768d1e26e45250fa3	115	historical-lineage	exact-byte duplicate SHA reuse	reviewed-pass	duplicate of LCL_Core_0_1_Final/08_EXAMPLES/INVALID/03_BARE_EQUALS.invalid.lcl.expected.txt; root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/15_MISSING_TASK_STRUCTURE.invalid.lcl	1e82a790a99a7a25b62c0313f706f7957cd25998	169	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/INVALID/15_MISSING_TASK_STRUCTURE.invalid.lcl.expected.txt	14b7d3c51e19cd91c9ca11e38f2a5e4571e6f1c0	115	historical-lineage	exact-byte duplicate SHA reuse	reviewed-pass	duplicate of LCL_Core_0_1_Final/08_EXAMPLES/INVALID/10_CONTEXT_WITHOUT_SCOPE.invalid.lcl.expected.txt; root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/VALID/01_MINIMAL_TASK.lcl	7685f9f960b7a2c490a4f74d3474c4d751cbaba8	950	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/VALID/02_IMPORT_LIBRARY.lcl	c2d401bb92d4ed043e8d05abf6a956b1b44c888a	340	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/VALID/03_IMPORTING_TASK.lcl	88d5ace581e0aeffe0a036074aa8a687303ee177	1186	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/VALID/04_AUTOMATED_CODING_TASK.lcl	b7acdec0a3641ba280cbe616a228ccf86e6c5d5b	2478	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/VALID/05_CONDITION_AND_ITERATION.lcl	c38f20f9563e0483a96ef26acdc9008b69cd6c3b	928	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
LCL_Core_0_1_Final/08_EXAMPLES/VALID/06_EXPLICIT_CONTEXT_MEMORY_AND_STATE.lcl	98602ec6717ee492920e773bdd7fe606be5b04f3	1567	historical-lineage	historical-report consistency review	reviewed-pass	root README.md marks historical, unread by products
